trade_idea_id,ticker,first_signal_time,latest_signal_time,signal_count,sweep_low_time,sweep_low_price,first_signal_price,latest_signal_price,latest_signal_high,bull_fvg_lower,bull_fvg_upper,range_50,fvg_50,entry_price,entry_source,entry_model_ready,stop_price,risk,target_1r,target_2r,target_3r,entry_filled,entry_time,entry_delay_candles,stop_hit,stop_time,target_1r_hit,target_1r_time,target_2r_hit,target_2r_time,target_3r_hit,target_3r_time,first_terminal_event,final_status,max_favorable_r,max_adverse_r,best_score,latest_score,best_meter_probability,latest_meter_probability,isl_sweep,protected_lows,bull_fvg_retest,range_quality,range_width_atr,range_age,target_highs,target_distance_atr,deeper_isl_pending,deeper_isl_atr,atr_ratio,fvg_atr,last_updated_at
NTPC.NS_1778492700_833c37a8f7b2,NTPC.NS,1778557500,1778557500,1,1778492700,391.0,399.55,399.55,399.85,390.7,392.85,395.425,391.775,395.425,range_50,True,391.0,4.425,399.85,404.275,408.7,True,1778564700,2,True,1778643900,,,,,,,stop,stop,0.559,-2.13,3.9461,3.9461,0.92,0.92,True,1,True,19.3,4.868,8,2,1.932,True,1.159,1.061,1.159,2026-05-13T09:46:06.264083+00:00
OBEROIRLTY.NS_1778492700_ac218cd54af2,OBEROIRLTY.NS,1778557500,1778557500,1,1778492700,1630.9,1656.9,1656.9,1708.5,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.8202,1.8202,0.7557763779527559,0.7558,True,1,False,37.3,4.653,17,2,0.313,True,1.381,0.852,1.17,2026-05-13T09:46:06.264083+00:00
PFC.NS_1778489100_466312c45928,PFC.NS,1778557500,1778557500,1,1778489100,447.45,454.2,454.2,454.8,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.5231,0.5231,0.16416666666666668,0.1642,False,0,False,43.3,7.4,22,1,3.357,True,0.682,0.744,0.478,2026-05-13T09:46:06.264083+00:00
TATASTEEL.NS_1778492700_56e2b2fc506a,TATASTEEL.NS,1778557500,1778561100,1,1778492700,211.72,213.17,215.3,216.33,211.6,212.53,214.025,212.065,214.025,range_50,True,211.72,2.305,216.33,218.635,220.94,True,1778564700,1,True,1778571900,True,1778647500,True,1778661900,,,stop,stop,2.965,-1.082,0.6987,0.6987,0.20807362204724406,0.2081,False,0,True,43.3,5.962,34,4,2.035,True,0.759,0.716,0.447,2026-05-13T09:46:06.264083+00:00
PIDILITIND.NS_1778557500_b7f97d6d6061,PIDILITIND.NS,1778561100,1778564700,1,1778557500,1431.0,1467.5,1474.6,1480.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.4901,0.4901,0.20875000000000005,0.2088,False,0,False,46.7,9.622,27,2,2.331,True,2.771,0.882,0.393,2026-05-13T09:46:06.264083+00:00
COLPAL.NS_1778561100_1a7cf1439248,COLPAL.NS,1778564700,1778568300,1,1778561100,2118.0,2148.0,2146.8,2157.2,2110.0,2159.8,2137.6,2134.9,2137.6,range_50,True,2118.0,19.6,2157.2,2176.8,2196.4,True,1778575500,2,True,1778647500,,,,,,,stop,stop,0.633,-1.301,0.0,0.0,0.3566037735849056,0.3566,True,2,True,27.3,4.647,12,2,2.627,True,0.701,1.055,0.108,2026-05-13T09:46:06.264083+00:00
CUMMINSIND.NS_1778575500_d03db25555ca,CUMMINSIND.NS,1778643900,1778643900,1,1778575500,5147.5,5225.0,5225.0,5231.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.6083,0.6083,0.38201102362204725,0.382,True,2,False,30.0,5.105,15,4,4.938,True,1.334,1.026,0.216,2026-05-13T09:46:06.264083+00:00
EXIDEIND.NS_1778575500_17f07d972eff,EXIDEIND.NS,1778643900,1778647500,1,1778575500,345.05,352.3,352.8,355.3,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.1498,0.1498,0.32845283018867927,0.3285,False,0,False,60.0,9.494,53,3,3.73,True,1.512,1.167,0.066,2026-05-13T09:46:06.264083+00:00
GRANULES.NS_1778575500_fae7ef815b64,GRANULES.NS,1778643900,1778643900,1,1778575500,726.1,739.45,739.45,742.5,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.5554,0.5554,0.5436603773584905,0.5437,True,1,False,46.7,7.095,21,2,2.486,True,4.174,1.331,0.259,2026-05-13T09:46:06.264083+00:00
IOC.NS_1778579100_148208ab62e2,IOC.NS,1778643900,1778661900,1,1778579100,137.29,139.2,141.55,142.57,134.84,141.7,139.93,138.27,139.93,range_50,True,137.29,2.64,142.57,145.21,147.85,False,,,,,,,,,,,,no_entry_yet,,,0.0127,0.0127,0.43147169811320757,0.4315,True,3,True,43.3,6.658,34,4,6.155,True,6.476,1.047,0.009,2026-05-13T09:46:06.264083+00:00
NAVINFLUOR.NS_1778575500_fe28618a5aa7,NAVINFLUOR.NS,1778643900,1778643900,1,1778575500,6926.5,7091.5,7091.5,7100.0,6913.5,6960.5,7013.25,6937.0,7013.25,range_50,True,6926.5,86.75,7100.0,7186.75,7273.5,True,1778654700,3,True,1778661900,True,1778654700,,,,,target_1r,target_1r,1.0,-1.375,1.6246,1.6246,0.6977327885901055,0.6977,True,2,True,60.0,11.313,57,1,0.406,True,3.456,0.999,0.552,2026-05-13T09:46:06.264083+00:00
ONGC.NS_1778579100_148fe78a24b3,ONGC.NS,1778643900,1778647500,1,1778579100,293.65,297.9,297.9,299.25,281.6,296.55,296.45,289.075,296.45,range_50,True,293.65,2.8,299.25,302.05,304.85,True,1778651100,1,,,,,,,,,,entry_open,0.714,-0.804,0.1065,0.1065,0.16,0.16,False,0,True,30.7,6.956,12,1,0.173,True,2.712,0.688,0.11,2026-05-13T09:46:06.264083+00:00
BEL.NS_1778579100_0438e4b67aed,BEL.NS,1778647500,1778647500,1,1778579100,415.55,424.4,424.4,428.0,401.7,422.0,421.775,411.85,421.775,range_50,True,415.55,6.225,428.0,434.225,440.45,False,,,,,,,,,,,,no_entry_yet,,,0.0,0.0,0.8313333333333334,0.8313,True,2,True,14.0,7.294,7,3,4.318,True,2.607,1.291,0.764,2026-05-13T09:46:06.264083+00:00
CIPLA.NS_1778643900_9c6185c09c0c,CIPLA.NS,1778647500,1778647500,1,1778643900,1278.8,1307.8,1307.8,1336.1,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.0681,1.0681,0.7111826722131431,0.7112,True,1,False,20.0,7.244,10,4,3.689,True,4.786,1.377,0.374,2026-05-13T09:46:06.264083+00:00
